# Relativistic precessing orbit
# eps = 0.01
# phi u u_prime x y
0 1 -0.5 1 0
0.03141592653589793 0.9842995033896486 -0.4994440795967834 1.015449623741264 0.03191179002931378
0.06283185307179587 0.9686240630669082 -0.4984049704752765 1.030355084580768 0.06482444729950518
0.09424777960769379 0.9529888466674442 -0.496883524152881 1.044673259382323 0.09875069750040256
0.1256637061435917 0.9374089878218678 -0.4948810592026617 1.05835842647479 0.1337017621897613
0.1570796326794897 0.921899571322738 -0.492399362171572 1.071362186640358 0.1696871003159046
0.1884955592153876 0.906475618474614 -0.4894406858499014 1.08363339367213 0.2067141253076872
0.2199114857512855 0.8911520726908999 -0.4860077467051878 1.095118096950495 0.2447878965683633
0.2513274122871835 0.875943784476651 -0.4821037249576203 1.105759499974452 0.2839107846554779
0.2827433388230814 0.8608654974742899 -0.4777322596391537 1.115497936082196 0.3240821090609006
0.3141592653589793 0.8459318335944679 -0.4728974474907082 1.124270867374736 0.3652977487109055
0.3455751918948773 0.8311572791724391 -0.4676038379588073 1.132012908424546 0.4075497246231948
0.3769911184307752 0.8165561701792374 -0.4618564310521567 1.138655881669673 0.4508257559352874
0.4084070449666731 0.8021426790309404 -0.4556606706745929 1.144128905835942 0.4951087892674786
0.439822971502571 0.7879307995571841 -0.4490224425592371 1.148358527137828 0.5403765048965721
0.471238898038469 0.7739343343721605 -0.4419480663597102 1.151268892742922 0.5866008000637909
0.5026548245743669 0.760166880345392 -0.4344442919772546 1.15278197814367 0.6337472554484669
0.5340707511102648 0.7466418160662658 -0.4265182917056048 1.15281786859839 0.6817745869529399
0.5654866776461628 0.7333722879802348 -0.4181776548925655 1.15129510528324 0.730634090980866
0.5969026041820608 0.7203711974650887 -0.4094303806731067 1.148131098501679 0.7802690888114955
0.6283185307179586 0.7076511889065848 -0.4002848693161317 1.143242613108566 0.8306143782513521
0.6597344572538566 0.6952246358188787 -0.3907499163102053 1.136546335768146 0.8815957060138649
