# Newtonian elliptical orbit
# eps = 0
# phi u u_prime x y
0 1 -0.5 1 0
0.03141592653589793 0.9842946204531495 -0.4997532799953992 1.015454661233015 0.03191194833886973
0.06283185307179587 0.9686047402163135 -0.4990133640834686 1.030375639298841 0.06482574049275321
0.09424777960769379 0.952945843305062 -0.4977809822476166 1.044720402106183 0.0987551537998449
0.1256637061435917 0.9373333831770088 -0.4960573505506722 1.058443792913673 0.1337125464789255
0.1570796326794897 0.921782767456097 -0.4938441700192976 1.071497944489594 0.1697086022468755
0.1884955592153876 0.9063093426775026 -0.4911436250924572 1.083832202178039 0.2067520500584772
0.2199114857512855 0.8909283792636069 -0.4879583807138253 1.095393058132672 0.2448493576743486
0.2513274122871835 0.875655056337563 -0.4842915804508232 1.1061241000306 0.2840043980388842
0.2827433388230814 0.8605044469155098 -0.4801468426375257 1.115965976839666 0.3242180874709907
0.3141592653589793 0.8454915027760067 -0.4755282578364425 1.124856386105058 0.3654879952789002
0.3455751918948773 0.830631039838412 -0.4704403841623644 1.132730085715628 0.4078079243356813
0.3769911184307752 0.8159377236138707 -0.4648882426322812 1.139518935060604 0.4511674629458447
0.4084070449666731 0.8014260546250818 -0.4588773125528419 1.145151970524991 0.4955515088919487
0.439822971502571 0.7871103541760716 -0.4524135258990976 1.149555519966665 0.5409397669666897
0.471238898038469 0.7730047500465556 -0.4455032618366171 1.152653362265504 0.5873062225195957
0.5026548245743669 0.7591231629045871 -0.4381533396811493 1.154366936573117 0.6346185937185875
0.5340707511102648 0.7454792920798136 -0.4303710131560596 1.154615609244569 0.6828377678073337
0.5654866776461628 0.7320866023641455 -0.4221639625593133 1.153317002080636 0.7319172257061362
0.5969026041820608 0.7189583110211669 -0.413540286792158 1.150387389082163 0.7818024623065832
0.6283185307179586 0.7061073738053781 -0.4045084968307114 1.145742169515898 0.8324304122824275
0.6597344572538566 0.6935464730806201 -0.3950775058835096 1.139296417824679 0.8837288883188223
0.6911503837897546 0.6812880050164533 -0.38525662109492 1.130965519871704 0.9356160464520373
0.7225663103256524 0.6693440672447587 -0.3750555344951896 1.120665897164316 0.9879998907674343
0.7539822368615503 0.6577264469957146 -0.3644843133260555 1.10831582149556 1.040777832570793
0.7853981633974483 0.6464466093669471 -0.3535533902045291 1.093836321423364 1.093836321423364
0.8168140899333461 0.6355156862549596 -0.3422735525665623 1.077152178512961 1.147050565686525
0.8482300164692441 0.6249444651427778 -0.3306559322671585 1.058193011074297 1.200284363601949
