-4.900000e+00 -1.000000e+00 -1.000000e+00 -1.003889e-01 -1.003889e-01 -2.298703e+00 nan
-4.775000e+00 -1.000000e+00 -1.000000e+00 -5.890047e-02 -5.890047e-02 -2.831906e+00 nan
-4.650000e+00 -1.000000e+00 -1.000000e+00 -5.278305e-02 -5.278305e-02 -2.941565e+00 nan
-4.525000e+00 -1.000000e+00 -1.000000e+00 -5.782488e-02 -5.782488e-02 -2.850336e+00 nan
-4.400000e+00 -1.000000e+00 -1.000000e+00 -7.406617e-02 -7.406617e-02 -2.602796e+00 nan
-4.275000e+00 -1.000000e+00 -1.000000e+00 -1.128373e-01 -1.128373e-01 -2.181808e+00 nan
-4.150000e+00 -1.000000e+00 -1.000000e+00 -2.294602e-01 -2.294602e-01 -1.472025e+00 nan
-4.025000e+00 -1.000000e+00 -1.000000e+00 -1.606619e+00 -1.606619e+00 4.741319e-01 nan
-3.900000e+00 -1.000000e+00 -1.000000e+00 4.919058e-01 4.919058e-01 -7.094680e-01 nan
-3.775000e+00 -9.999999e-01 -9.999999e-01 2.812497e-01 2.812497e-01 -1.268512e+00 nan
-3.650000e+00 -9.999998e-01 -9.999998e-01 2.454412e-01 2.454412e-01 -1.404698e+00 nan
-3.525000e+00 -9.999994e-01 -9.999994e-01 2.616576e-01 2.616576e-01 -1.340719e+00 nan
-3.400000e+00 -9.999985e-01 -9.999985e-01 3.258912e-01 3.258912e-01 -1.121192e+00 nan
-3.275000e+00 -9.999964e-01 -9.999964e-01 4.823796e-01 4.823796e-01 -7.290240e-01 nan
-3.150000e+00 -9.999916e-01 -9.999916e-01 9.522600e-01 9.522600e-01 -4.891714e-02 nan
-3.025000e+00 -9.999811e-01 -9.999811e-01 6.466641e+00 6.466641e+00 1.866657e+00 nan
-2.900000e+00 -9.999589e-01 -9.999589e-01 -1.918433e+00 -1.918433e+00 6.515085e-01 nan
-2.775000e+00 -9.999131e-01 -9.999130e-01 -1.061718e+00 -1.061718e+00 5.988813e-02 nan
-2.650000e+00 -9.998215e-01 -9.998215e-01 -8.958603e-01 -8.958603e-01 -1.099708e-01 nan
-2.525000e+00 -9.996442e-01 -9.996442e-01 -9.223430e-01 -9.223430e-01 -8.083816e-02 nan
-2.400000e+00 -9.993115e-01 -9.993114e-01 -1.108030e+00 -1.108030e+00 1.025836e-01 nan
-2.275000e+00 -9.987061e-01 -9.987060e-01 -1.579793e+00 -1.579793e+00 4.572939e-01 nan
-2.150000e+00 -9.976386e-01 -9.976385e-01 -2.999619e+00 -2.999619e+00 1.098485e+00 nan
-2.025000e+00 -9.958138e-01 -9.958137e-01 -1.956159e+01 -1.956159e+01 2.973568e+00 nan
