-1.900000e+00 -9.927904e-01 -9.927903e-01 5.563455e+00 5.563455e+00 1.716219e+00 nan
-1.775000e+00 -9.879347e-01 -9.879347e-01 2.946267e+00 2.946267e+00 1.080539e+00 nan
-1.650000e+00 -9.803756e-01 -9.803756e-01 2.374030e+00 2.374030e+00 8.645889e-01 nan
-1.525000e+00 -9.689691e-01 -9.689692e-01 2.328916e+00 2.328916e+00 8.454029e-01 nan
-1.400000e+00 -9.522851e-01 -9.522853e-01 2.659272e+00 2.659272e+00 9.780524e-01 nan
-1.275000e+00 -9.286310e-01 -9.286311e-01 3.594029e+00 3.594029e+00 1.279274e+00 nan
-1.150000e+00 -8.961238e-01 -8.961239e-01 6.449181e+00 6.449181e+00 1.863953e+00 nan
-1.025000e+00 -8.528212e-01 -8.528211e-01 3.961222e+01 3.961222e+01 3.679138e+00 nan
-9.000000e-01 -7.969082e-01 -7.969081e-01 -1.057056e+01 -1.057056e+01 2.358073e+00 nan
-7.750000e-01 -7.269280e-01 -7.269279e-01 -5.229624e+00 -5.229624e+00 1.654339e+00 nan
-6.500000e-01 -6.420293e-01 -6.420294e-01 -3.917149e+00 -3.917149e+00 1.365364e+00 nan
-5.250000e-01 -5.421926e-01 -5.421927e-01 -3.551597e+00 -3.551597e+00 1.267397e+00 nan
-4.000000e-01 -4.283924e-01 -4.283924e-01 -3.722981e+00 -3.722981e+00 1.314525e+00 nan
-2.750000e-01 -3.026563e-01 -3.026562e-01 -4.582387e+00 -4.582387e+00 1.522220e+00 nan
-1.500000e-01 -1.679960e-01 -1.679959e-01 -7.416558e+00 -7.416558e+00 2.003715e+00 nan
-2.500000e-02 -2.820360e-02 -2.820372e-02 -4.060252e+01 -4.060252e+01 3.703830e+00 nan
1.000000e-01 1.124629e-01 1.124630e-01 9.513508e+00 9.513508e+00 2.252713e+00 2.252713e+00
2.250000e-01 2.496653e-01 2.496652e-01 4.052958e+00 4.052958e+00 1.399447e+00 1.399447e+00
3.500000e-01 3.793821e-01 3.793821e-01 2.546147e+00 2.546147e+00 9.345812e-01 9.345812e-01
4.750000e-01 4.982581e-01 4.982582e-01 1.864588e+00 1.864588e+00 6.230403e-01 6.230403e-01
6.000000e-01 6.038561e-01 6.038562e-01 1.489192e+00 1.489192e+00 3.982339e-01 3.982339e-01
7.250000e-01 6.947806e-01 6.947806e-01 1.260157e+00 1.260157e+00 2.312360e-01 2.312359e-01
8.500000e-01 7.706681e-01 7.706679e-01 1.112484e+00 1.112484e+00 1.065951e-01 1.065951e-01
9.750000e-01 8.320615e-01 8.320614e-01 1.015063e+00 1.015063e+00 1.495080e-02 1.495080e-02
1.100000e+00 8.802051e-01 8.802050e-01 9.513508e-01 9.513508e-01 -4.987244e-02 -4.987245e-02
1.225000e+00 9.167997e-01 9.167998e-01 9.119156e-01 9.119156e-01 -9.220783e-02 -9.220784e-02
1.350000e+00 9.437622e-01 9.437623e-01 8.911514e-01 8.911514e-01 -1.152409e-01 -1.152409e-01
1.475000e+00 9.630182e-01 9.630183e-01 8.856795e-01 8.856795e-01 -1.214002e-01 -1.214002e-01
1.600000e+00 9.763484e-01 9.763485e-01 8.935153e-01 8.935153e-01 -1.125918e-01 -1.125918e-01
1.725000e+00 9.852931e-01 9.852931e-01 9.136135e-01 9.136135e-01 -9.034767e-02 -9.034768e-02
1.850000e+00 9.911110e-01 9.911110e-01 9.456112e-01 9.456112e-01 -5.592381e-02 -5.592382e-02
1.975000e+00 9.947790e-01 9.947789e-01 9.896865e-01 9.896865e-01 -1.036701e-02 -1.036701e-02
2.100000e+00 9.970205e-01 9.970204e-01 1.046486e+00 1.046486e+00 4.543774e-02 4.543773e-02
2.225000e+00 9.983483e-01 9.983482e-01 1.117097e+00 1.117097e+00 1.107330e-01 1.107330e-01
2.350000e+00 9.991107e-01 9.991106e-01 1.203054e+00 1.203054e+00 1.848637e-01 1.848637e-01
2.475000e+00 9.995351e-01 9.995350e-01 1.306377e+00 1.306377e+00 2.672578e-01 2.672578e-01
2.600000e+00 9.997640e-01 9.997639e-01 1.429625e+00 1.429625e+00 3.574119e-01 3.574119e-01
2.725000e+00 9.998837e-01 9.998836e-01 1.575983e+00 1.575983e+00 4.548794e-01 4.548794e-01
2.850000e+00 9.999443e-01 9.999443e-01 1.749381e+00 1.749381e+00 5.592618e-01 5.592618e-01
2.975000e+00 9.999742e-01 9.999741e-01 1.954631e+00 1.954631e+00 6.702014e-01 6.702014e-01
3.100000e+00 9.999884e-01 9.999883e-01 2.197620e+00 2.197620e+00 7.873751e-01 7.873751e-01
3.225000e+00 9.999949e-01 9.999949e-01 2.485540e+00 2.485540e+00 9.104899e-01 9.104899e-01
3.350000e+00 9.999978e-01 9.999978e-01 2.827178e+00 2.827178e+00 1.039279e+00 1.039279e+00
3.475000e+00 9.999991e-01 9.999991e-01 3.233284e+00 3.233284e+00 1.173498e+00 1.173498e+00
3.600000e+00 9.999996e-01 9.999996e-01 3.717024e+00 3.717024e+00 1.312923e+00 1.312923e+00
3.725000e+00 9.999999e-01 9.999999e-01 4.294554e+00 4.294554e+00 1.457348e+00 1.457348e+00
3.850000e+00 9.999999e-01 9.999999e-01 4.985735e+00 4.985735e+00 1.606581e+00 1.606581e+00
3.975000e+00 1.000000e+00 1.000000e+00 5.815027e+00 5.815027e+00 1.760445e+00 1.760445e+00
4.100000e+00 1.000000e+00 1.000000e+00 6.812623e+00 6.812623e+00 1.918777e+00 1.918777e+00
4.225000e+00 1.000000e+00 1.000000e+00 8.015866e+00 8.015866e+00 2.081423e+00 2.081423e+00
4.350000e+00 1.000000e+00 1.000000e+00 9.471046e+00 9.471046e+00 2.248239e+00 2.248239e+00
4.475000e+00 1.000000e+00 1.000000e+00 1.123566e+01 1.123566e+01 2.419093e+00 2.419093e+00
4.600000e+00 1.000000e+00 1.000000e+00 1.338129e+01 1.338129e+01 2.593857e+00 2.593857e+00
4.725000e+00 1.000000e+00 1.000000e+00 1.599722e+01 1.599722e+01 2.772415e+00 2.772415e+00
4.850000e+00 1.000000e+00 1.000000e+00 1.919508e+01 1.919508e+01 2.954654e+00 2.954654e+00
