20 0.009 0.008 1.125
30 0.014 0.0095 1.47368
40 0.0175 0.007 2.5
50 0.0095 0.01 0.95
60 0.011 0.0155 0.709677
70 0.0205 0.015 1.36667
80 0.015 0.011 1.36364
90 0.017 0.0135 1.25926
100 0.0225 0.0175 1.28571
110 0.028 0.021 1.33333
120 0.034 0.027 1.25926
