1 120.0659065 115.0632827 116.7220545 123.5055532 125.2860302
1.046822742 119.1105111 114.1094508 115.832075 122.481738 124.3307523
1.093645485 118.1627181 113.1635259 114.9488814 121.4664099 123.3827581
1.140468227 117.2224668 112.2254423 114.0724219 120.4594985 122.4419922
1.18729097 116.2896974 111.295135 113.2026452 119.460934 121.5083995
1.234113712 115.3643503 110.3725397 112.3395004 118.4706472 120.5819251
1.280936455 114.4463664 109.4575924 111.4829369 117.4885695 119.662515
1.327759197 113.5356871 108.5502296 110.6329045 116.5146329 118.7501151
1.37458194 112.6322544 107.6503885 109.7893533 115.5487699 117.8446721
1.421404682 111.7360105 106.7580068 108.9522341 114.5909135 116.9461328
1.468227425 110.8468982 105.8730225 108.1214977 113.6409974 116.0544448
1.515050167 109.9648608 104.9953745 107.2970955 112.6989558 115.1695556
1.56187291 109.0898421 104.1250018 106.4789792 111.7647233 114.2914135
1.608695652 108.2217861 103.2618442 105.6671008 110.8382352 113.4199671
1.655518395 107.3606374 102.4058419 104.8614129 109.9194274 112.5551653
1.702341137 106.5063411 101.5569355 104.0618681 109.0082362 111.6969573
1.74916388 105.6588427 100.7150662 103.2684196 108.1045984 110.845293
1.795986622 104.818088 99.88017576 102.4810211 107.2084514 110.0001225
1.842809365 103.9840234 99.0522062 101.6996262 106.3197332 109.1613962
1.889632107 103.1565957 98.2311002 100.9241894 105.4383821 108.329065
1.936454849 102.3357521 97.41680086 100.154665 104.5643371 107.5030802
1.983277592 101.5214401 96.60925177 99.39100813 103.6975376 106.6833933
2.030100334 100.7136078 95.80839695 98.63317395 102.8379235 105.8699563
2.076923077 99.91220364 95.01418093 97.88111809 101.9854353 105.0627216
2.123745819 99.11717646 94.22654866 97.13479649 101.1400139 104.2616418
2.170568562 98.32847551 93.44544557 96.39416542 100.3016008 103.4666702
2.217391304 97.54605046 92.67081753 95.6591815 99.47013776 102.67776
2.264214047 96.76985137 91.90261088 94.92980166 98.64556726 101.8948651
2.311036789 95.9998287 91.14077237 94.20598319 97.82783215 101.1179395
2.357859532 95.2359333 90.38524922 93.48768366 97.01687575 100.3469379
2.404682274 94.4781164 89.63598907 92.77486101 96.21264189 99.58181498
2.451505017 93.72632966 88.89294002 92.06747348 95.41507482 98.82252594
2.498327759 92.98052507 88.15605056 91.36547961 94.62411929 98.06902632
2.545150502 92.24065504 87.42526964 90.66883829 93.83972049 97.32127195
2.591973244 91.50667235 86.70054663 89.97750871 93.06182406 96.57921905
2.638795987 90.77853015 85.9818313 89.29145036 92.29037611 95.84282414
2.685618729 90.05618197 85.26907386 88.61062305 91.52532317 95.11204407
2.732441472 89.33958169 84.56222491 87.93498689 90.76661223 94.38683604
2.779264214 88.62868359 83.86123547 87.26450231 90.01419073 93.66715755
2.826086957 87.92344229 83.16605698 86.59913003 89.26800652 92.95296645
