# N estimate estimated_error actual_error reference_1_over_sqrt_N
100 3.132 0.164195 0.100319 0.100319
300 3.122 0.0954352 0.0716519 0.0579189
1000 3.1422 0.0518948 0.0292407 0.0317235
3000 3.149 0.0298784 0.028737 0.0183156
10000 3.14194 0.016418 0.0142222 0.0100319
30000 3.1428 0.00947609 0.0077748 0.00579189
100000 3.142 0.00519211 0.00332273 0.00317235
300000 3.14147 0.00299836 0.002038 0.00183156
